"exercise_id","exercise_name","muscle_group","source_packages","risk_regions","movement_patterns","max_priority","suggested_contraindications","suggested_pain_limitation_tags","suggested_regressions","suggested_equivalent_substitutes","suggested_progressions","suggested_equipment","conflict_notes","reviewer_status","reviewer_name","reviewed_at","reviewer_notes","approval_decision_reason","ready_for_upsert"
"a863ae76-f3e6-42c0-9757-26e7e1a111a7","Desenvolvimento Sentado Smith","ombro","high_risk; risk_regions","cervical; shoulder","empurrar_vertical","P1","acute_shoulder_pain; painful_overhead_press; shoulder_impingement; overhead_limitation","shoulder_pain; shoulder_impingement; overhead_limitation; cervical_pain; painful_pressing_rom","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Desenvolvimento Máquina; Desenvolvimento Neutro Máquina; Desenvolvimento Unilateral Landmine","Progredir reps antes de carga; carga só sem dor e técnica limpa; ROM indolor; controle escapular","machine","Multiplas regioes de risco: shoulder/cervical","needs_review","","","","","false"
"e54dd5b2-99cf-4648-9885-6cd19d03f9d9","Desenvolvimento Unilateral Landmine","ombro","high_risk; movement_pattern_minimum; risk_regions","shoulder","empurrar_vertical","P1","acute_shoulder_pain; painful_overhead_press; overhead_limitation; shoulder_impingement","shoulder_pain; overhead_limitation; shoulder_impingement; painful_pressing_rom","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Desenvolvimento Máquina; Desenvolvimento Neutro Máquina; Desenvolvimento Unilateral Landmine","Progredir reps antes de carga; carga só sem dor; sem dor; ROM indolor; controle escapular","barbell","Aparece como ALTO RISCO e tambem como candidato seguro - util, mas exige cautela/contraindication","needs_review","","","","","false"
"b1683ec5-c903-4406-a33d-0a03606ac7f5","Agachamento com Desenvolvimento Halteres","quadríceps","high_risk; risk_regions","knee; shoulder","empurrar_vertical; joelho_dominante","P1","acute_shoulder_pain; painful_overhead_press; deep_loaded_knee_flexion; shoulder_impingement; overhead_limitation","shoulder_pain; knee_pain; overhead_limitation; dynamic_valgus; shoulder_impingement; painful_pressing_rom","Desenvolvimento Máquina; Elevação Lateral Halteres; Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband; Face Pull Corda; Manguito Externo","Desenvolvimento Máquina; Agachamento Sumô Landmine; Leg Press 45; Leg Press Horizontal; Cadeira Extensora; Desenvolvimento Neutro Máquina; Desenvolvimento Unilateral Landmine","Separar os movimentos; progredir reps antes de carga sem dor; Progredir reps antes de carga; ROM indolor; sem método avançado com dor; controle escapular","dumbbells","Multiplas regioes de risco: knee/shoulder","needs_review","","","","","false"
"c8dfd65e-2b07-405f-a506-311c0995241c","Encolhimento Overhead Barra","trapézio","high_risk; risk_regions","cervical; shoulder","empurrar_vertical; isolado_acessorio","P1","acute_shoulder_pain; painful_overhead_press; overhead_limitation; cervical_pain; shoulder_impingement","shoulder_pain; cervical_pain; overhead_limitation; shoulder_impingement; painful_pressing_rom","Encolhimento Halter; Face Pull Corda; Manguito Externo; Elevação Lateral Halteres","Encolhimento Halter; Encolhimento Smith; Desenvolvimento Máquina; Desenvolvimento Neutro Máquina; Desenvolvimento Unilateral Landmine","Progredir reps antes de carga; carga só sem dor; ROM indolor; controle escapular","barbell","Multiplas regioes de risco: shoulder/cervical","needs_review","","","","","false"
"c7e285f9-ef03-4c45-81ee-635ae58b236f","Encolhimento Overhead Smith","trapézio","high_risk; risk_regions","cervical; shoulder","empurrar_vertical; isolado_acessorio","P1","acute_shoulder_pain; painful_overhead_press; overhead_limitation; cervical_pain; shoulder_impingement","shoulder_pain; cervical_pain; overhead_limitation; shoulder_impingement; painful_pressing_rom","Encolhimento Halter; Face Pull Corda; Manguito Externo; Elevação Lateral Halteres","Encolhimento Smith; Encolhimento Halter; Desenvolvimento Máquina; Desenvolvimento Neutro Máquina; Desenvolvimento Unilateral Landmine","Progredir reps antes de carga; carga só sem dor; ROM indolor; controle escapular","machine","Multiplas regioes de risco: shoulder/cervical","needs_review","","","","","false"
"2345fdf0-2bb7-49c0-839d-1d1bfd3024f8","Levantamento Terra","posterior de coxa","high_risk; risk_regions","hip; low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; high_axial_load","low_back_pain; butt_wink; trunk_lean; hip_pain; loaded_spinal_flexion; axial_load","RDL Halteres; Elevação Pélvica Barra; Extensão de Quadril Banco Romano; Perdigueiro Alternado; Prancha Frontal","RDL Barra; RDL Halteres; Elevação Pélvica Barra; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra e dor <= 3; manter coluna neutra; dor <= 3","barbell","Multiplas regioes de risco: low_back/hip","needs_review","","","","","false"
"45912e02-399e-4442-8b13-365e834fab4b","Levantamento Terra Sumô","posterior de coxa","high_risk; risk_regions","hip; low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; high_axial_load","low_back_pain; butt_wink; trunk_lean; hip_pain; loaded_spinal_flexion; axial_load","RDL Halteres; Elevação Pélvica Barra; Extensão de Quadril Banco Romano; Perdigueiro Alternado; Prancha Frontal","RDL Barra; Elevação Pélvica Barra; Stiff Halteres; RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra e dor <= 3; manter coluna neutra; dor <= 3","barbell","Multiplas regioes de risco: low_back/hip","needs_review","","","","","false"
"cb160be6-90a5-4365-b77c-0ae473917009","Levantamento Terra Sumô Belt Squat","posterior de coxa","high_risk; risk_regions","hip; low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; high_axial_load","low_back_pain; butt_wink; trunk_lean; hip_pain; loaded_spinal_flexion; axial_load","RDL Halteres; Elevação Pélvica Máquina; Extensão de Quadril Banco Romano; Perdigueiro Alternado; Prancha Frontal","RDL Belt Squat; Elevação Pélvica Máquina; Stiff Belt Squat; RDL Halteres; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra e dor <= 3; manter coluna neutra; dor <= 3","machine; barbell","Multiplas regioes de risco: low_back/hip","needs_review","","","","","false"
"dc0ad1e1-6d1b-4cec-8e29-1c9ce486097f","Levantamento Terra Sumô com Halter","posterior de coxa","high_risk; risk_regions","hip; low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; high_axial_load","low_back_pain; butt_wink; trunk_lean; hip_pain; loaded_spinal_flexion; axial_load","RDL Halteres; Elevação Pélvica Barra; Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Barra; Stiff Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra e dor <= 3; manter coluna neutra; dor <= 3","dumbbells","Multiplas regioes de risco: low_back/hip","needs_review","","","","","false"
"fa532cec-fd1b-440e-b42e-6d2c0f6ae3fb","Levantamento Terra Sumô Landmine","posterior de coxa","high_risk; risk_regions","hip; low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; high_axial_load","low_back_pain; butt_wink; trunk_lean; hip_pain; loaded_spinal_flexion; axial_load","RDL Halteres; Elevação Pélvica Barra; Extensão de Quadril Banco Romano; Perdigueiro Alternado; Prancha Frontal","RDL Barra; Elevação Pélvica Barra; Stiff Halteres; RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra e dor <= 3; manter coluna neutra; dor <= 3","barbell","Multiplas regioes de risco: low_back/hip","needs_review","","","","","false"
"3e192862-ed2e-4063-b6f9-13b433844cf8","Agachamento Livre","quadríceps","risk_regions","knee","joelho_dominante","P1","acute_knee_pain; deep_loaded_knee_flexion","knee_pain; dynamic_valgus; deep_loaded_knee_flexion","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","bodyweight","","needs_review","","","","","false"
"f6f1683c-2e7c-4e75-b268-89803b22e6ac","Agachamento Livre com Banco","quadríceps","risk_regions","knee","joelho_dominante","P1","acute_knee_pain; deep_loaded_knee_flexion","knee_pain; dynamic_valgus; deep_loaded_knee_flexion","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","bodyweight","","needs_review","","","","","false"
"c916c624-2e7c-40b2-8195-4e5f8a4f2c3c","Bom dia","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","","needs_review","","","","","false"
"9c34a520-62bb-4385-b4f4-384ebce408b8","Bom Dia Máquina","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","machine","","needs_review","","","","","false"
"99a351d1-7fc4-441c-b95c-691e795f26d1","Bom dia Smith","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","machine","","needs_review","","","","","false"
"ffbf282d-91d7-44fb-b4fe-7775256eca1f","Rack Pulls","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","","needs_review","","","","","false"
"4fa767dc-338d-48f0-accc-9088900c2738","Rack Pulls Smith","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","machine","","needs_review","","","","","false"
"3da3626b-01f8-4fcd-bc73-281255db1d62","RDL B-Stance Barra","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","","needs_review","","","","","false"
"506123c3-3d0d-4d4e-91a4-2e2363dd9280","RDL Barra","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","","needs_review","","","","","false"
"edaabff8-cd69-4e3c-8658-6a300fd46872","RDL Belt Squat","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","","needs_review","","","","","false"
"1e9ca66e-a79c-4885-87f0-049742a63266","RDL Halteres","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","dumbbells","","needs_review","","","","","false"
"8327a63b-80c4-421a-97d4-7de1a4b667c5","RDL Polia","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","cable","","needs_review","","","","","false"
"5f51a4d4-44ee-45e1-89ac-ef44712b0c1e","RDL Unilateral","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","","needs_review","","","","","false"
"ad2c7265-abc6-44f1-9fb6-d1dd2db714bf","RDL Unilateral com Miniband","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","band","","needs_review","","","","","false"
"da6ed290-59ef-49c0-a831-51ee224233bf","Stiff Abduzido Barra","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","","needs_review","","","","","false"
"03913dfa-9d5c-44b5-9e92-325a1697cc19","Stiff Abduzido Halteres","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","dumbbells","","needs_review","","","","","false"
"af71347e-48d2-40df-83b4-d77c4dd21ea7","Stiff B-Stance Barra","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","","needs_review","","","","","false"
"2aba59cb-6e22-4e64-9b76-f931d0b7d069","Stiff B-Stance Halteres","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","dumbbells","","needs_review","","","","","false"
"e07a88c2-da55-42e7-935a-1b53261381c6","Stiff Barra","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","","needs_review","","","","","false"
"1aebf554-0bd2-42d6-a749-4070c77e128d","Stiff Belt Squat","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","","needs_review","","","","","false"
"dc207ca2-b186-4220-b154-63c08c53ea66","Stiff Halteres","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","dumbbells","","needs_review","","","","","false"
"26ac45b4-4a3c-49f4-a68e-20e87a00252a","Stiff Invertido Belt Squat","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","","needs_review","","","","","false"
"e72c6531-5b99-4757-9a7d-efaa5d4bfdbf","Stiff Polia","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","cable","","needs_review","","","","","false"
"fc025e5f-41e3-41df-8dc7-0d2507f26f17","Stiff Smith","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","machine","","needs_review","","","","","false"
"40f6085e-6038-403a-9419-bc67731defea","Stiff Unilateral (Aviãozinho)","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","","needs_review","","","","","false"
"18248fd8-94bb-46c6-a567-de54ce6103d7","Stiff Unilateral com Apoio","posterior de coxa","risk_regions","low_back","quadril_dominante","P1","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","","needs_review","","","","","false"
"b222ffd2-a90e-47a2-9924-a63381446069","Remada Alta Barra","ombro","risk_regions","cervical; shoulder","isolado_acessorio","P1","acute_shoulder_pain; painful_overhead_press; shoulder_impingement; overhead_limitation","shoulder_pain; shoulder_impingement; overhead_limitation; painful_pressing_rom; cervical_pain","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Progredir reps antes de carga; ROM indolor; controle escapular","barbell","Multiplas regioes de risco: shoulder/cervical","needs_review","","","","","false"
"bc77dd8b-8a5b-49da-987b-2653991d1659","Remada Alta Halteres","ombro","risk_regions","shoulder","isolado_acessorio","P1","acute_shoulder_pain; painful_overhead_press; shoulder_impingement; overhead_limitation","shoulder_pain; shoulder_impingement; overhead_limitation; painful_pressing_rom","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Progredir reps antes de carga; ROM indolor; controle escapular","dumbbells","","needs_review","","","","","false"
