"exercise_id","exercise_name","muscle_group","max_priority","risk_regions","movement_patterns","source_packages","suggested_contraindications","suggested_pain_limitation_tags","suggested_regressions","suggested_equivalent_substitutes","suggested_progressions","suggested_equipment","conflict_notes","reviewer_status","reviewer_name","reviewed_at","reviewer_notes","approval_decision_reason","ready_for_upsert"
"08df4e08-7871-4212-aaa8-b9dc2807e2dd","Pallof press na polia","Core","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"5fe82ae3-0ef1-4006-8792-75303f84f1ec","Plank row (remada na prancha)","Core","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"41a50d5e-42ac-46fc-9930-d3c5c51713c5","Prancha com toque de ombro","Core","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"8296368d-a47e-427f-b138-6bf9340e5914","Prancha frontal","Core","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"973b1aee-c058-4635-a8bd-f74740c55c13","Prancha lateral","Core","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"c210591d-1ee6-451f-b28d-7c02e72f1fa2","Prancha lateral com elevação de quadril","Core","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"721e4851-7b5b-47c4-8d90-a8315323ad40","Prancha na bola suíça","Core","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"2f48e086-0b50-4ba8-a94c-f8ff3af23dbd","Prancha up-down (antebraço-mão)","Core","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"3e1d8c8d-fd9f-4546-8581-1a1936833624","Press anti-rotação meio-ajoelhado","Core","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"185147fa-6622-4a7d-a7f2-cc61dffe2c45","Prancha com pés no TRX","Estabilidade","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"286bfb30-d38a-4f8c-aa08-053f5b382db9","Prancha no bosu","Estabilidade","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"c2ebd055-a04c-48db-8ba4-43ad45329681","Fisio Lombar: bird dog","Fisioterapia","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"b5c3cb75-ece8-4bec-a95e-b5ffce956cae","Fisio Lombar: prancha lateral","Fisioterapia","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"acd1e2e2-39a0-4f00-bad8-c6cb8e674264","Abdominal Anti Rotação Polia","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"2f4377e5-6822-44b1-9d65-35bcdff31bf2","Abdominal Anti Rotação Polia Com Movimento","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"0ec7c2d3-0455-412e-9754-d66bc36b63ac","Abdominal Canivete","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"913d8079-f45c-4391-8cf0-6ec97f0d209b","Abdominal Canivete Alternado","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"fc70d297-3dab-42dc-8017-eca87ec3c622","Abdominal Canoa","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"614cd597-6d91-43ab-9ddf-ad438d084e1d","Abdominal Infra Banco Declinado","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"93609dd6-479d-42f1-b927-72b3511f161b","Abdominal Infra Máquina","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"2b6e19be-6b4d-44d6-af4b-04f7a09bef60","Abdominal Infra Solo","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"b44e0cd4-986f-4b0e-9a6b-f9cef0da7437","Abdominal Infra Suspenso","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"2a186779-bd91-4f24-b1d8-906713246fb0","Abdominal Infra Suspenso com Rotação","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"6175a7d8-333d-4e09-a539-1ea6b13e1b81","Abdominal Máquina","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"9c193276-7c38-4009-a259-2cf7cf1ee406","Abdominal Polia Alta com Corda","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"6049e35c-75b7-49f5-8cf9-db5983757985","Abdominal Remador","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"b459d238-619c-4301-89c7-0e1694d448b5","Abdominal Rodinha","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"91773d81-3cfe-4748-ad78-599ba2bffb59","Abdominal Supra Banco Declinado","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"68a21d6e-f8ef-4307-adc7-d5399002393b","Abdominal Supra Bola","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"17161c04-540a-441c-9e03-8d9f9aae7b97","Abdominal Supra Solo","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"7ac36eb1-8014-4034-9ce7-f2bd50a7ecbd","Abdominal Tesoura","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"c582b327-3be8-457a-9540-d534d3811572","Biset Prancha Frontal + Lateral","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"f5340b40-627b-45d2-9eae-c9cd3c098d86","Perdigueiro 4 apoios (suspenso)","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"fd346ad6-7a30-4e31-b167-9c9ab3f478c0","Perdigueiro Invertido Alternado","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"ee5bb2b7-7e27-470b-9fd2-9e924b0ebae0","Prancha Alta","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"f7ba7031-85e7-4ed6-a68b-c9497ba6f5b6","Prancha Alta Passando Halter","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"e8e07b80-c7bc-455f-b053-a9391e5ec052","Prancha Bola","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"3552afdc-4a5a-49da-b7cb-222fe4044734","Prancha Bola com Movimento Frente e Trás","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"a53b70fb-7cda-4018-8b55-68a6e9aa5d0a","Prancha Lateral com Abdução de Quadril Isométrica","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"0bcfd332-2862-41db-9e34-c45773a0ff85","Prancha Lateral com Rotação Torácica","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"b4d544e8-9879-4b6d-9b8f-06a24fa4b894","Prancha com Ativação de Serrátil","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"0cb9e0ab-92ab-4a98-9f1b-98601d9dac5e","Prancha com Extensão de Quadril Alternada","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"d9b00932-87f9-48f1-b8f4-6e7aa4588b28","Prancha com Extensão de Quadril Unilateral","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"134d2973-68a1-4a41-99a1-5887538cb220","Prancha na Bola Mexendo Caldeirão","abdômen","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"91084dd1-b0b2-48f7-8365-0bab87218fa6","Prancha de Copenhagen","adutores","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"77ecd1af-2960-4c99-b26a-dcfff9f66cdc","Prancha de Copenhagen Dinâmica","adutores","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"123d1913-6722-412a-9644-98fe62ca2129","Prancha de Copenhagen Flexionada","adutores","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"095abe10-f515-4eb8-9d12-ef8a41c6afaf","Abdução de Quadril em Prancha Lateral","glúteo","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"3b176d08-d9f9-46e2-a817-af77ad5768c1","Abdução de Quadril em Prancha Lateral com miniband","glúteo","P3","","core","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"bf77c22c-f2d8-4ceb-b5ac-6e1a239218cc","Fisio Tendão de Aquiles: HSR panturrilha lenta","Fisioterapia","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"a68c698b-3785-45f3-b3fc-c611211387b7","Fisio Tornozelo: panturrilha com joelho fletido (sóleo)","Fisioterapia","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"c5759160-3c50-4dbd-bd45-5a573ba4ed1e","Fisio Tornozelo: panturrilha excêntrica no step","Fisioterapia","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"14d69ca0-70cd-4e54-bac6-02bd2731a20a","Liberação de panturrilha no foam roll","Liberação Miofascial","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"737b8377-e7a6-49e6-954c-644b435a97cd","Along. Panturrilha Unilateral","alongamento","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"9b9b7fc4-fdab-4ac8-978b-eb439db7be5b","Extensão de Punho 90 Graus Polia Baixa","antebraço","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"a9307b76-a4e2-4305-b683-d86e59ae80b6","Flexão de Punho 90 graus Polia Baixa","antebraço","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"9c2ad88a-1f2a-4c58-9455-a667d5331d09","Flexão de Punho Polia Baixa","antebraço","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"7512d746-8861-45b3-9242-800df83c8810","Flexão de Punho Unilateral Polia Alta","antebraço","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"dcc7c1f8-9e2e-4b4d-a91e-fbc96fd042fe","Flexão de Punho com a Polia Atrás","antebraço","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"c7da00c3-45fc-4bcf-9f33-9b6032086bf4","Triset Antebraço Polia","antebraço","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"c4304ed9-f79d-4d0e-b66b-5b143db31253","Biset Rosca Direta + Rosca Invertida Barra W","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"fd6071fb-701b-4d09-afb2-fa7ba8fc5e24","Biset Rosca Direta Polia + Rosca Invertida Polia","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"380a94d4-ddc7-48ff-8b7d-9eab07f270ed","Rosca Alternada com Giro","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"867a6df5-d665-43ac-b297-d46c2b667741","Rosca Banco 45","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"2d0b1d00-37fc-4deb-9687-3250edeeb87c","Rosca Banco 45 Neutra","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"af88fede-e776-4fd2-b929-6357cfd98e0b","Rosca Banco 45 com Giro","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"56c7b21c-1697-4f6b-9d73-02dd9f0d0f26","Rosca Concentrada","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"21c97317-199d-400a-ad43-0a29179570ae","Rosca Direta Barra W","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"d154f0c1-5df4-4fd4-a487-3cfcaee43988","Rosca Direta Polia Barra","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"22a29009-6f64-406a-966f-253155bd5410","Rosca Direta Polia Corda","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"f4558c21-4ace-4c19-834c-9deafaab7fef","Rosca Inclinada Polia Barra","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"46e562a9-783c-4654-a303-bbecf3b638b9","Rosca Inversa Polia Barra","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"498e22d2-7d0e-4698-a446-0c06d662b23f","Rosca Martelo Alternada Halteres","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"f42f4b07-35f7-4deb-872e-3f1987a3dc89","Rosca Martelo Halteres","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"bf33e722-9da1-4e32-af62-546bb5176c3a","Rosca Scott Barra","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"ac9d61cc-6bcc-4c5e-ac00-094f43fe1453","Rosca Scott Máquina","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"c3a687e4-a17c-401d-a7b8-85e25c6e982f","Rosca Scott Unilateral Halter","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"1dba3d51-da68-44a7-a720-f7caf0c36cd2","Rosca Scott Unilateral Neutra Halter","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"124d5562-a1fc-47ce-a3eb-c536dc0f6699","Rosca Spider Halteres","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"ea97c500-172b-4db2-a438-507f8b4a1b86","Rosca Unilateral Cross Polia Alta","bíceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"c0aa51e9-82b6-40f0-af1f-cf32be16c1da","Abdução de Quadril Cruzada Polia","glúteo","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"fb5c8403-d675-4928-8d39-cec23fc7054b","Abdução de Quadril Polia","glúteo","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"3bd15908-90de-4c6a-8c64-31ad3c75f845","Coice Polia Baixa","glúteo","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"e6058264-060f-4e41-83ee-6810f38ca520","Coice Polia Média","glúteo","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"5f47cbe1-d1d6-4718-b2ab-938178db7758","Extensão de Quadril Cruzada Polia","glúteo","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"f22fa86e-fde5-4fe9-b8a0-098ced95239a","Extensão de Quadril em Diagonal Polia","glúteo","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"258bfac0-5456-462d-8530-a8204af6b8f8","Glúteo Coice Polia Banco","glúteo","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"94f78ab8-d580-4ce0-8392-d8ac0fc141b0","Glúteo Polia Alta","glúteo","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"cf15749a-32da-4e7f-95c7-67a458950a6e","Glúteo Semiflexionado Polia","glúteo","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
